,sample,study,project,condition,rep_id,contact,creator,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,Biological Replicates,R1,R2,BAM,alignment,DOI,GEO,Published,SRX,Run,Notes,LibraryLayout,Platform,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
ecoli_00746,cck_sdh__sdh_ale3__2,CCK_sdhCB,cck_sdh,sdh_ale3,2,Douglas McCloskey,Douglas McCloskey,8/14/2014,Escherichia coli CCK_SDH.3.176.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140814_11_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_sdh:sdh_ale3,TRUE,TRUE
ecoli_00747,cck_sdh__sdh_ale3__1,CCK_sdhCB,cck_sdh,sdh_ale3,1,Douglas McCloskey,Douglas McCloskey,8/14/2014,Escherichia coli CCK_SDH.3.176.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140814_11_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-1_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_sdh:sdh_ale3,TRUE,TRUE
ecoli_00748,cck_sdh__sdh_ale3__3,CCK_sdhCB,cck_sdh,sdh_ale3,3,Douglas McCloskey,Douglas McCloskey,8/14/2014,Escherichia coli CCK_SDH.3.176.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140814_11_OxicEvo04sdhCBEvo03EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_sdh:sdh_ale3,TRUE,TRUE
ecoli_00749,cck_pts__gmos_delptsHIcrr__2,CCK_ptsHIcrr,cck_pts,gmos_delptsHIcrr,2,Douglas McCloskey,Douglas McCloskey,7/18/2014,Escherichia coli GLU.4.403.1 del_ptsH del_ptsI del_crr,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,2,s3://precise-db/raw_data/cck/140718_0_OxicEvo04ptsHIcrrEcoliGlcM9_Broth-1_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pts:gmos_delptsHIcrr,TRUE,TRUE
ecoli_00750,cck_pts__gmos_delptsHIcrr__1,CCK_ptsHIcrr,cck_pts,gmos_delptsHIcrr,1,Douglas McCloskey,Douglas McCloskey,7/18/2014,Escherichia coli GLU.4.403.1 del_ptsH del_ptsI del_crr,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,2,s3://precise-db/raw_data/cck/140718_0_OxicEvo04ptsHIcrrEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pts:gmos_delptsHIcrr,TRUE,TRUE
ecoli_00751,cck_pts__pts_ale1__2,CCK_ptsHIcrr,cck_pts,pts_ale1,2,Douglas McCloskey,Douglas McCloskey,8/4/2014,Escherichia coli CCK_PTS.1.131.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140804_11_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pts:pts_ale1,TRUE,TRUE
ecoli_00752,cck_pts__pts_ale1__1,CCK_ptsHIcrr,cck_pts,pts_ale1,1,Douglas McCloskey,Douglas McCloskey,8/4/2014,Escherichia coli CCK_PTS.1.131.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140804_11_OxicEvo04ptsHIcrrEvo01EPEcoliGlcM9_Broth-3_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pts:pts_ale1,TRUE,TRUE
ecoli_00753,cck_pts__pts_ale2__2,CCK_ptsHIcrr,cck_pts,pts_ale2,2,Douglas McCloskey,Douglas McCloskey,8/4/2014,Escherichia coli CCK_PTS.2.135.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140804_11_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-1_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pts:pts_ale2,TRUE,TRUE
ecoli_00754,cck_pts__pts_ale2__1,CCK_ptsHIcrr,cck_pts,pts_ale2,1,Douglas McCloskey,Douglas McCloskey,8/4/2014,Escherichia coli CCK_PTS.2.135.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140804_11_OxicEvo04ptsHIcrrEvo02EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pts:pts_ale2,TRUE,TRUE
ecoli_00755,cck_pts__pts_ale3__2,CCK_ptsHIcrr,cck_pts,pts_ale3,2,Douglas McCloskey,Douglas McCloskey,8/5/2014,Escherichia coli CCK_PTS.3.138.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140805_11_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-1_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pts:pts_ale3,TRUE,TRUE
ecoli_00756,cck_pts__pts_ale3__1,CCK_ptsHIcrr,cck_pts,pts_ale3,1,Douglas McCloskey,Douglas McCloskey,8/5/2014,Escherichia coli CCK_PTS.3.138.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140805_11_OxicEvo04ptsHIcrrEvo03EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pts:pts_ale3,TRUE,TRUE
ecoli_00757,cck_pts__pts_ale4__2,CCK_ptsHIcrr,cck_pts,pts_ale4,2,Douglas McCloskey,Douglas McCloskey,8/5/2014,Escherichia coli CCK_PTS.4.142.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,3,s3://precise-db/raw_data/cck/140805_11_OxicEvo04ptsHIcrrEvo04EPEcoliGlcM9_Broth-1_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pts:pts_ale4,TRUE,TRUE
ecoli_00758,cck_pts__pts_ale4__1,CCK_ptsHIcrr,cck_pts,pts_ale4,1,Douglas McCloskey,Douglas McCloskey,8/5/2014,Escherichia coli CCK_PTS.4.142.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,3,s3://precise-db/raw_data/cck/140805_11_OxicEvo04ptsHIcrrEvo04EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pts:pts_ale4,TRUE,TRUE
ecoli_00759,cck_gnd__gmos_delgnd__1,CCK_gnd,cck_gnd,gmos_delgnd,1,Douglas McCloskey,Douglas McCloskey,7/15/2014,Escherichia coli GLU.4.403.1 del_gnd,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,2,s3://precise-db/raw_data/cck/140715_0_OxicEvo04gndEcoliGlcM9_Broth-1_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_gnd:gmos_delgnd,TRUE,TRUE
ecoli_00760,cck_gnd__gmos_delgnd__2,CCK_gnd,cck_gnd,gmos_delgnd,2,Douglas McCloskey,Douglas McCloskey,7/15/2014,Escherichia coli GLU.4.403.1 del_gnd,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,2,s3://precise-db/raw_data/cck/140715_0_OxicEvo04gndEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_gnd:gmos_delgnd,TRUE,TRUE
ecoli_00761,cck_gnd__gnd_ale1__1,CCK_gnd,cck_gnd,gnd_ale1,1,Douglas McCloskey,Douglas McCloskey,8/12/2014,Escherichia coli CCK_GND.1.170.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140812_11_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-1_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_gnd:gnd_ale1,TRUE,TRUE
ecoli_00762,cck_gnd__gnd_ale1__2,CCK_gnd,cck_gnd,gnd_ale1,2,Douglas McCloskey,Douglas McCloskey,8/12/2014,Escherichia coli CCK_GND.1.170.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140812_11_OxicEvo04gndEvo01EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_gnd:gnd_ale1,TRUE,TRUE
ecoli_00763,cck_gnd__gnd_ale2__1,CCK_gnd,cck_gnd,gnd_ale2,1,Douglas McCloskey,Douglas McCloskey,8/12/2014,Escherichia coli CCK_GND.2.169.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140812_11_OxicEvo04gndEvo02EPEcoliGlcM9_Broth-1_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_gnd:gnd_ale2,TRUE,TRUE
ecoli_00764,cck_gnd__gnd_ale2__2,CCK_gnd,cck_gnd,gnd_ale2,2,Douglas McCloskey,Douglas McCloskey,8/12/2014,Escherichia coli CCK_GND.2.169.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140812_11_OxicEvo04gndEvo02EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_gnd:gnd_ale2,TRUE,TRUE
ecoli_00765,cck_gnd__gnd_ale3__1,CCK_gnd,cck_gnd,gnd_ale3,1,Douglas McCloskey,Douglas McCloskey,8/14/2014,Escherichia coli CCK_GND.3.171.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140814_11_OxicEvo04gndEvo03EPEcoliGlcM9_Broth-1_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_gnd:gnd_ale3,TRUE,TRUE
ecoli_00766,cck_gnd__gnd_ale3__2,CCK_gnd,cck_gnd,gnd_ale3,2,Douglas McCloskey,Douglas McCloskey,8/13/2014,Escherichia coli CCK_GND.3.171.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140813_11_OxicEvo04gndEvo03EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_gnd:gnd_ale3,TRUE,TRUE
ecoli_00767,cck_tpiA__gmos_deltpiA__1,CCK_tpiA,cck_tpiA,gmos_deltpiA,1,Douglas McCloskey,Douglas McCloskey,7/21/2014,Escherichia coli GLU.4.403.1 del_tpiA,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,2,s3://precise-db/raw_data/cck/140721_0_OxicEvo04tpiAEcoliGlcM9_Broth-1_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_tpiA:gmos_deltpiA,TRUE,TRUE
ecoli_00768,cck_tpiA__gmos_deltpiA__2,CCK_tpiA,cck_tpiA,gmos_deltpiA,2,Douglas McCloskey,Douglas McCloskey,7/21/2014,Escherichia coli GLU.4.403.1 del_tpiA,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,2,s3://precise-db/raw_data/cck/140721_0_OxicEvo04tpiAEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_tpiA:gmos_deltpiA,TRUE,TRUE
ecoli_00769,cck_tpiA__tpiA_ale1__1,CCK_tpiA,cck_tpiA,tpiA_ale1,1,Douglas McCloskey,Douglas McCloskey,8/7/2014,Escherichia coli CCK_TPIA.1.89.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140807_11_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_tpiA:tpiA_ale1,TRUE,TRUE
ecoli_00770,cck_tpiA__tpiA_ale1__2,CCK_tpiA,cck_tpiA,tpiA_ale1,2,Douglas McCloskey,Douglas McCloskey,8/7/2014,Escherichia coli CCK_TPIA.1.89.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140807_11_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-3_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_tpiA:tpiA_ale1,TRUE,TRUE
ecoli_00771,cck_tpiA__tpiA_ale2__1,CCK_tpiA,cck_tpiA,tpiA_ale2,1,Douglas McCloskey,Douglas McCloskey,8/7/2014,Escherichia coli CCK_TPIA.2.89.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140807_11_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-1_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_tpiA:tpiA_ale2,TRUE,TRUE
ecoli_00772,cck_tpiA__tpiA_ale2__2,CCK_tpiA,cck_tpiA,tpiA_ale2,2,Douglas McCloskey,Douglas McCloskey,8/7/2014,Escherichia coli CCK_TPIA.2.89.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140807_11_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_tpiA:tpiA_ale2,TRUE,TRUE
ecoli_00773,cck_tpiA__tpiA_ale3__1,CCK_tpiA,cck_tpiA,tpiA_ale3,1,Douglas McCloskey,Douglas McCloskey,8/11/2014,Escherichia coli CCK_TPIA.3.88.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140811_11_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-1_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_tpiA:tpiA_ale3,TRUE,TRUE
ecoli_00774,cck_tpiA__tpiA_ale3__2,CCK_tpiA,cck_tpiA,tpiA_ale3,2,Douglas McCloskey,Douglas McCloskey,8/11/2014,Escherichia coli CCK_TPIA.3.88.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140811_11_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_tpiA:tpiA_ale3,TRUE,TRUE
ecoli_00775,cck_tpiA__tpiA_ale4__1,CCK_tpiA,cck_tpiA,tpiA_ale4,1,Douglas McCloskey,Douglas McCloskey,8/11/2014,Escherichia coli CCK_TPIA.4.88.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140811_11_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-1_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_tpiA:tpiA_ale4,TRUE,TRUE
ecoli_00776,cck_tpiA__tpiA_ale4__2,CCK_tpiA,cck_tpiA,tpiA_ale4,2,Douglas McCloskey,Douglas McCloskey,8/11/2014,Escherichia coli CCK_TPIA.4.88.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140811_11_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_tpiA:tpiA_ale4,TRUE,TRUE
ecoli_00777,acid_tale__acid_ale1_pH7__1,pH ALE,acid_tale,acid_ale1_pH7,1,Bin Du,Richard Szubin,,,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7,,Batch,,Endpoint,,HiSeq,,2,s3://precise-db/raw_data/pH_ALE_acid/A8F111pH7R1_S40_R1_001.fastq.gz,,,,,,0,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,acid_tale:acid_ale1_pH7,TRUE,TRUE
ecoli_00778,acid_tale__acid_ale1_pH7__2,pH ALE,acid_tale,acid_ale1_pH7,2,Bin Du,Richard Szubin,,,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7,,Batch,,Endpoint,,HiSeq,,2,s3://precise-db/raw_data/pH_ALE_acid/A8F111pH7R2_S41_R1_001.fastq.gz,,,,,,0,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,acid_tale:acid_ale1_pH7,TRUE,TRUE
ecoli_00779,acid_tale__acid_ale1_pH5__1,pH ALE,acid_tale,acid_ale1_pH5,1,Bin Du,Richard Szubin,,,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,5.5,,Batch,,Endpoint,,HiSeq,,2,s3://precise-db/raw_data/pH_ALE_acid/A8F111R1pH55_S30_R1_001.fastq.gz,,,,,,0,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,acid_tale:acid_ale1_pH5,TRUE,TRUE
ecoli_00780,acid_tale__acid_ale1_pH5__2,pH ALE,acid_tale,acid_ale1_pH5,2,Bin Du,Richard Szubin,,,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,5.5,,Batch,,Endpoint,,HiSeq,,2,s3://precise-db/raw_data/pH_ALE_acid/A8F111R2pH55_S31_R1_001.fastq.gz,,,,,,0,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,acid_tale:acid_ale1_pH5,TRUE,TRUE
ecoli_00781,acid_tale__acid_ale2_pH7__1,pH ALE,acid_tale,acid_ale2_pH7,1,Bin Du,Richard Szubin,,,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7,,Batch,,Endpoint,,HiSeq,,2,s3://precise-db/raw_data/pH_ALE_acid/A12F111pH7R1_S42_R1_001.fastq.gz,,,,,,0,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,acid_tale:acid_ale2_pH7,TRUE,TRUE
ecoli_00782,acid_tale__acid_ale2_pH7__2,pH ALE,acid_tale,acid_ale2_pH7,2,Bin Du,Richard Szubin,,,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7,,Batch,,Endpoint,,HiSeq,,2,s3://precise-db/raw_data/pH_ALE_acid/A12F111pH7R2_S43_R1_001.fastq.gz,,,,,,0,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,acid_tale:acid_ale2_pH7,TRUE,TRUE
ecoli_00783,acid_tale__acid_ale2_pH5__1,pH ALE,acid_tale,acid_ale2_pH5,1,Bin Du,Richard Szubin,,,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,5.5,,Batch,,Endpoint,,HiSeq,,2,s3://precise-db/raw_data/pH_ALE_acid/A12F111R1pH55_S32_R1_001.fastq.gz,,,,,,0,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,acid_tale:acid_ale2_pH5,TRUE,TRUE
ecoli_00784,acid_tale__acid_ale2_pH5__2,pH ALE,acid_tale,acid_ale2_pH5,2,Bin Du,Richard Szubin,,,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,5.5,,Batch,,Endpoint,,HiSeq,,2,s3://precise-db/raw_data/pH_ALE_acid/A12F111R2pH55_S33_R1_001.fastq.gz,,,,,,0,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,acid_tale:acid_ale2_pH5,TRUE,TRUE
ecoli_00785,acid_tale__low_Mg_ale_pH7__1,pH ALE,acid_tale,low_Mg_ale_pH7,1,Bin Du,Richard Szubin,,,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7,,Batch,,Endpoint,,HiSeq,,2,s3://precise-db/raw_data/pH_ALE_acid/A30F109pH7R1_S46_R1_001.fastq.gz,,,,,,0,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,acid_tale:low_Mg_ale_pH7,TRUE,TRUE
ecoli_00786,acid_tale__low_Mg_ale_pH7__2,pH ALE,acid_tale,low_Mg_ale_pH7,2,Bin Du,Richard Szubin,,,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7,,Batch,,Endpoint,,HiSeq,,2,s3://precise-db/raw_data/pH_ALE_acid/A30F109pH7R2_S47_R1_001.fastq.gz,,,,,,0,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,acid_tale:low_Mg_ale_pH7,TRUE,TRUE
ecoli_00787,acid_tale__low_Mg_ale_pH5__1,pH ALE,acid_tale,low_Mg_ale_pH5,1,Bin Du,Richard Szubin,,,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,5.5,,Batch,,Endpoint,,HiSeq,,2,s3://precise-db/raw_data/pH_ALE_acid/A30F109R1pH55_S36_R1_001.fastq.gz,,,,,,0,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,acid_tale:low_Mg_ale_pH5,TRUE,TRUE
ecoli_00788,acid_tale__low_Mg_ale_pH5__2,pH ALE,acid_tale,low_Mg_ale_pH5,2,Bin Du,Richard Szubin,,,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,5.5,,Batch,,Endpoint,,HiSeq,,2,s3://precise-db/raw_data/pH_ALE_acid/A30F109R2pH55_S37_R1_001.fastq.gz,,,,,,0,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,acid_tale:low_Mg_ale_pH5,TRUE,TRUE
ecoli_00789,acid_tale__MES_ale_pH7__1,pH ALE,acid_tale,MES_ale_pH7,1,Bin Du,Richard Szubin,,,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7,,Batch,,Endpoint,,HiSeq,,2,s3://precise-db/raw_data/pH_ALE_acid/A32F53pH7R1_S44_R1_001.fastq.gz,,,,,,0,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,acid_tale:MES_ale_pH7,TRUE,TRUE
ecoli_00790,acid_tale__MES_ale_pH7__2,pH ALE,acid_tale,MES_ale_pH7,2,Bin Du,Richard Szubin,,,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7,,Batch,,Endpoint,,HiSeq,,2,s3://precise-db/raw_data/pH_ALE_acid/A32F53pH7R2_S45_R1_001.fastq.gz,,,,,,0,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,acid_tale:MES_ale_pH7,TRUE,TRUE
ecoli_00791,acid_tale__MES_ale_pH5__1,pH ALE,acid_tale,MES_ale_pH5,1,Bin Du,Richard Szubin,,,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,5.5,,Batch,,Endpoint,,HiSeq,,2,s3://precise-db/raw_data/pH_ALE_acid/A32F53R1pH55_S34_R1_001.fastq.gz,,,,,,0,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,acid_tale:MES_ale_pH5,TRUE,TRUE
ecoli_00792,acid_tale__MES_ale_pH5__2,pH ALE,acid_tale,MES_ale_pH5,2,Bin Du,Richard Szubin,,,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,5.5,,Batch,,Endpoint,,HiSeq,,2,s3://precise-db/raw_data/pH_ALE_acid/A32F53R2pH55_S35_R1_001.fastq.gz,,,,,,0,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,acid_tale:MES_ale_pH5,TRUE,TRUE
ecoli_00793,acid_tale__gmos_pH7__1,pH ALE,acid_tale,gmos_pH7,1,Bin Du,Richard Szubin,,,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7,,Batch,,,,HiSeq,,2,s3://precise-db/raw_data/pH_ALE_acid/BOP1000pH7R1_S48_R1_001.fastq.gz,,,,,,0,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,acid_tale:gmos_pH7,TRUE,TRUE
ecoli_00794,acid_tale__gmos_pH7__2,pH ALE,acid_tale,gmos_pH7,2,Bin Du,Richard Szubin,,,GMOS,M9,glucose(4),NH4Cl(1),O2,,,37,7,,Batch,,,,HiSeq,,2,s3://precise-db/raw_data/pH_ALE_acid/BOP1000pH7R2_S49_R1_001.fastq.gz,,,,,,0,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,acid_tale:gmos_pH7,TRUE,TRUE
